change_id,flag,decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
L0197,ok,refund gate pause,D-LC-SP-light blocking curtains for bedroom-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-light blocking curtains for bedroom-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0198,ok,refund gate pause,D-LC-SP-blackout panel curtains-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout panel curtains-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0199,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains neutral colors,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains neutral colors,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0200,ok,refund gate pause,D-LC-SP-black out curtains 2 panel-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out curtains 2 panel-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0201,ok,refund gate pause,D-LC-SP-small black out curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-small black out curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0202,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch 2 panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0203,ok,refund gate pause,D-LC-SP-black out window curtain-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out window curtain-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0204,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtain panels bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtain panels bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0205,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen living room curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen living room curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0206,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural flax linen curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural flax linen curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0207,ok,refund gate pause,D-LC-SP-PAT-B0FK58Y375-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-PAT-B0FK58Y375-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0208,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - liz linen drape pleated curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - liz linen drape pleated curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0209,ok,refund gate pause,D-LC-SP-natural linen curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-natural linen curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0210,ok,refund gate pause,D-LC-SP-blackout curtains light blocking-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout curtains light blocking-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0211,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - long linen curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - long linen curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0212,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0213,ok,refund gate pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains 2 panel set blackout),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains 2 panel set blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0214,ok,refund gate pause,D-LC-SP-linen curtains room darkening-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-linen curtains room darkening-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0215,ok,refund gate pause,D-LC-SP-energy efficient blackout curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-energy efficient blackout curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0216,ok,net-negative pause,D-LC-SP-EXACT-blackout curtain-LINEN-CURTAIN-52x90-BEIGE-2-PCS,campaign,D-LC-SP-EXACT-blackout curtain-LINEN-CURTAIN-52x90-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,0,72.95,2026-09-15,,,"spend on these 82 campaigns falls to $0; the $32.99 of sales they carried is already net-negative after returns, so contribution improves",2026-09-22,"if total product orders fall more than 15% below the 30-day average over any 5 consecutive days, re-enable only the campaigns that held an order, at the prior budget",These 82 campaigns are net-negative after refunds: on the window they returned more units than they sold — 1 order and $32.99 of sales against $72.95 of spend and 3 recorded returns.
L0217,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0218,ok,net-negative pause,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige linen blackout curtains),campaign,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige linen blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0219,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52x90 blackout curtains 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52x90 blackout curtains 2 panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0220,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0221,ok,net-negative pause,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),campaign,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0222,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS)-(grey blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS)-(grey blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0223,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(thermal blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(thermal blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0224,ok,net-negative pause,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen beige curtains),campaign,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen beige curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0225,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 90 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 90 inches long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0226,ok,net-negative pause,D-LC-SP-blackout curtain 120 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,campaign,D-LC-SP-blackout curtain 120 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0227,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0228,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0229,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LINEN-2-PCS)-(90 inch curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LINEN-2-PCS)-(90 inch curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0230,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtain),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtain),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0231,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0232,ok,net-negative pause,D-LC-SP-black out curtains 84 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,campaign,D-LC-SP-black out curtains 84 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0233,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52 x 90 blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52 x 90 blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0234,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0235,ok,net-negative pause,D-LC-SP-greige blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,campaign,D-LC-SP-greige blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0236,ok,net-negative pause,D-LC-SP-black out curtains 120 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,campaign,D-LC-SP-black out curtains 120 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0237,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0238,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(window curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(window curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0239,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0240,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0241,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige linen curtains),campaign,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige linen curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0242,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0243,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(complete blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(complete blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0244,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0245,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0246,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout lined linen curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout lined linen curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0247,ok,net-negative pause,D-LC-SP-black out curtains 90 inch long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS,campaign,D-LC-SP-black out curtains 90 inch long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0248,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0249,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0250,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0251,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain linen),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain linen),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0252,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0253,ok,net-negative pause,D-LC-SP-room darkening curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,campaign,D-LC-SP-room darkening curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0254,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel set),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel set),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0255,ok,net-negative pause,D-LC-SP-off white blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,D-LC-SP-off white blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0256,ok,net-negative pause,D-LC-SP-beige linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,campaign,D-LC-SP-beige linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0257,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0258,ok,net-negative pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),campaign,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0259,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains 2 panel set),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains 2 panel set),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0260,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(beige blackout curtains 84 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-BEIGE-2-PCS)-(beige blackout curtains 84 inches long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0261,ok,net-negative pause,D-LC-SP-linen curtains 120 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,campaign,D-LC-SP-linen curtains 120 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0262,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(wide panel blackout curtains 52 inch),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(wide panel blackout curtains 52 inch),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0263,ok,net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(long blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(long blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0264,ok,net-negative pause,D-LC-SP-blackout curtains 120-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,campaign,D-LC-SP-blackout curtains 120-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
