decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
net-negative pause,D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(sun blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panels),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse curtains blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(cottage core blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(true blackout curtains no light),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains 2 panel set),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtain panels),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(2 panel blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light colored blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout beige curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for window),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(machine washable blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains farmhouse style),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-BEIGE-2-PCS)-(beige blackout curtains 63 inch length),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige blackout curtains for bedroom),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(farmhouse blackout curtains for living room),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains two panels),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(light blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
net-negative pause,D-LC-SP-white blackout curtains 63 inch length-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-IVORY-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inches long),campaign,,,budget,,5,10,spend_wk,campaign,35,9.88,2026-09-16,,,"the weekly cap on these 12 campaigns falls from 70 to 35 against a run rate well under it; delivered spend does not move, because utilisation was 1.5% and the cap was never binding",2026-09-23,"if a FLOOR SKU drops below 5 units a week, restore its campaigns to the prior budget rather than raising bids","18 FLOOR-tier SKUs refund at 25.0-30.0%, an effective $17.21-$17.75 per unit cleared against the $19.69 ceiling — marginal rather than loss-making. Kept live at a bounded budget rather than paused. Corrected 8 September: the decided file cut all 73 to $3.00, below the $5.00 floor with no override stated; the 61 already at $5.00 are dropped, since a cut to a cap the lane never reached releases nothing."
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen blackout curtains 108 inches long),campaign,,,budget,,5,10,spend_wk,campaign,35,0.77,2026-09-16,,,,,,
refund watch budget cut,DLC - SP - phrase-DO- LINEN-CURTAIN-52x84-G,campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 60+ inches long),campaign,,,budget,,5,10,spend_wk,campaign,35,1.5,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(63 inch blackout curtains),campaign,,,budget,,5,10,spend_wk,campaign,35,1.09,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x63-LINEN-2-PCS)-(blackout curtains for bedroom 63 inches long),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 52x63),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52 x 63 blackout curtains),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(52x63 blackout curtains 2 panels),campaign,,,budget,,5,10,spend_wk,campaign,35,1.5,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(curtains blackout 63 inch length),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
refund watch budget cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63 inch length 2 panels set),campaign,,,budget,,5,10,spend_wk,campaign,35,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch blackout curtains),campaign,,,budget,,13,10,spend_wk,campaign,91,21.97,2026-09-16,,,"no change in delivered spend — portfolio utilisation was 1.5%, so these caps were never reached; the cap is squared to required budget so the number means something next cycle",2026-09-23,"if any of these campaigns runs out of budget before 6pm on two consecutive days, restore the prior cap and re-read","Budget right-sized to required budget on 12 FUND-tier SKUs (0-16.1% refunds). Utilisation across the portfolio was 1.5%, so budget was never the constraint — this squares the caps, it does not release spend."
budget right-size,D-LC-SP-black out curtains 72 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,8,5,spend_wk,campaign,56,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout linen curtains 84 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory curtains blackout),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains),campaign,,,budget,,6,10,spend_wk,campaign,42,1.5,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(curtains 108 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,1.96,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inches long),campaign,,,budget,,6,10,spend_wk,campaign,42,1.1,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch curtains blackout),campaign,,,budget,,6,10,spend_wk,campaign,42,5.84,2026-09-16,,,,,,
budget right-size,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen curtains 108 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(52 x 72 blackout curtains),campaign,,,budget,,8,10,spend_wk,campaign,56,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream blackout curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0.7,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains for bedroom 72 inches long),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x108-IVORY-2-PCS)-(blackout curtains for bedroom 108 inches long),campaign,,,budget,,6,10,spend_wk,campaign,42,1.49,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 blackout curtains),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-ivory black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-white blackout curtains 72 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 52x72),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory linen blackout curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-blackout curtain 72 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch curtains blackout),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-blackout curtains 72 inches wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,1.1,2026-09-16,,,,,,
budget right-size,D-LC-SP-72 blackout curtains 2 panel set-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-white room darkening curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(52x72 blackout curtains),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 blackout curtains 2 panel set),campaign,,,budget,,6,10,spend_wk,campaign,42,3,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(84 inch blackout curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inch length),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-72 wide blackout curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream blackout curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(curtains blackout 72 inch length),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-ivory blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-room darkening curtains 72 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,1.1,2026-09-16,,,,,,
budget right-size,D-LC-SP-blackout curtains for bedroom 72 wide-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains 84 inches long),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-black out curtains 72 inch wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(warm ivory linen curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-linen curtains 72 inch length-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains 2 panel set),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige curtains),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(84 inch curtains blackout),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout drapes 84 inch 2 panels),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream black out curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(52x72 blackout curtains 2 panels),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(thermal blackout curtains 72 inches long),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inch length 2 panels set),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(blackout curtains 84 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-off white blackout curtains 84 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(thermal insulated blackout curtains 72 inch),campaign,,,budget,,6,10,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-blackout ivory curtains bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream beige blackout curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-off white black out curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Room Darkening)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(room darkening curtains 84 inch),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Room Darkening)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(room darkening curtains 84 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-taupe linen blackout curtains-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-cream room darkening curtains-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(linen blackout curtains 84 inch long),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-soft ivory linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-IVORY-2-PCS,campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
budget right-size,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS)-(blackout curtains 84 inch long 2 panels set),campaign,,,budget,,6,5,spend_wk,campaign,42,0,2026-09-16,,,,,,
refund watch bid cut,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(blackout curtains 108 inches long),keyword,blackout curtains 108 inches long,EXACT,bid,,0.4,0.67,cpc,target,0.76,1.27,2026-09-16,,,average bid on these 67 targets falls from 0.52 to 0.32; cost per unit cleared on the FLOOR SKUs comes back under the 19.69 ceiling,2026-09-23,restore the prior bid on any target that holds its orders and comes in under $19.69 per unit cleared for two consecutive weeks,"Parent campaign is on the refund watch list. Bids held down until the colour fix lands, so the lane keeps its placements without funding units that come back."
refund watch bid cut,D-LC-SP-black out curtains 63 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,keyword,black out curtains 63 inch long,EXACT,bid,,0.3,0.5,cpc,target,0.66,1.1,2026-09-16,,,,,,
refund watch bid cut,D-LC-SP-blackout curtain 63 inch length-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,keyword,blackout curtain 63 inch length,EXACT,bid,,0.3,0.5,cpc,target,0,0,2026-09-16,,,,,,
refund watch bid cut,D-LC-SP-light grey blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,keyword,light grey blackout curtains,EXACT,bid,,0.3,0.5,cpc,target,0.9,1.5,2026-09-16,,,,,,
refund watch bid cut,D-LC-SP-light gray blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,keyword,light gray blackout curtains,EXACT,bid,,0.3,0.5,cpc,target,0.9,1.5,2026-09-16,,,,,,
refund watch bid cut,D-LC-SP-BROAD-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x90-LINEN-2-PCS)-(curtains 90 inch long),keyword,curtains 90 inch long,BROAD,bid,,0.34,0.56,cpc,target,0.34,0.56,2026-09-16,,,,,,
