decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,living room curtains 108 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,curtain bedroom,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,blackout curtains bedroom,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,dining room curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,bedroom decor,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,kitchen curtain,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,living room decor,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,curtains living room,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,kitchen light,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,courtine bedroom,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,apartment essentials,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,bedroom curtains 2 panel sets,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,blackout curtain for bedroom,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,keyword,100 blackout curtains for bedroom,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,campaign,,,create_campaign,,22,none,spend_wk,campaign,154,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,thermal curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,thermal insulated curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,blackout blinds,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,travel blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,vision home blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,light weight blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,true blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,blackout curtains for windows,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,blackout curtains 4 pack,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,aqua blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-FEATURE,keyword,khaki blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,campaign,,,create_campaign,,18,none,spend_wk,campaign,126,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,linen curtains 96 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,lined linen curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,linen curtain,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,linen curtains 108 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,thick linen curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,black linen curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,blue linen curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,faux linen curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,white linen blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,linen black out curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,black out curtains linen,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,linen look blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-LINEN,keyword,blackout curtains linen texture,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,campaign,,,create_campaign,,14,none,spend_wk,campaign,98,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,curtain light,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,home decor,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,2 pack curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,farmhouse curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,pinch pleated curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,window curtains 2 panel sets,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,rod pocket curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,black out curtain 90 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,beige curtain,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,black out curtain,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,cream curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,cortinas para sala,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-STYLE,keyword,cortinas de cuarto,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,campaign,,,create_campaign,,24,none,spend_wk,campaign,168,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,keyword,curtain black,EXACT,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,keyword,42 x 63 blackout curtains,EXACT,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,keyword,blackout curtains 40 inches long,EXACT,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,keyword,60 inch blackout curtains,EXACT,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-EXACT-PROVEN,keyword,63 blackout curtains,EXACT,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
